greengram,ಪದೆಂಜಿ,NN,neuter,padenji
greenpeas,ಬಟಾಣಿ,NN,neuter,batani
rice,ಅರಿ,NN,neuter,ari
puffed rice,ಪೋರಿ,NN,neuter,pori
flattened rice,ಬಜಿಲ್,NN,neuter,bajil
corn,ಜೋಳ,NN,neuter,jola
milk,ಪೇರ್,NN,neuter,per
yogurt,ಕೊಜಪು,NN,neuter,kojapu
salt,ಉಪ್ಪು,NN,neuter,uppu
fish,ಮೀನ್,NN,neuter,min
squid,ಬೊಂಡಾಸ್,NN,neuter,bondas
egg,ತೆತ್ತಿ,NN,neuter,tetti
ghee,ನೆಯ್,NN,neuter,ney
body,ಶರೀರ,NN,neuter,sharira
parts,ಭಾಗೊಳು,NNS,neuter,bhagolu
ear,ಕೆಬಿ,NN,neuter,kebi
cheek,ಕೆಪ್ಪೆ,NN,neuter,keppae
hair,ಕುಜಲ್,NN,neuter,kujal
father,ಅಮ್ಮೆ,NN,masculine,amme
boy,ಆಣ್,NN,masculine,an
elder brother,ಪಲಯೆ,NN,masculine,palaye
younger brother,ಮೆಗ್ಯೆ,NN,masculine,megye
son,ಮಗೆ,NN,masculine,mage
karna,ಕರ್ನೆ,NNP,masculine,karne
mother,ಅಪ್ಪೆ,NN,feminine,appae
girl,ಪೊಣ್ಣು,NN,feminine,ponnu
elder sister,ಪಲಿ,NN,feminine,pali
younger sister,ಮೆಗದಿ,NN,feminine,megdi
daughter,ಮಗಲ್,NN,feminine,magal
child,ಬಾಲೆ,NN,neuter,balae
house,ಇಲ್,NN,neuter,ill
village,ಊರು,NN,neuter,uru
river,ಸುದೆ,NN,neuter,sudae
water,ನೀರ್,NN,neuter,nir
forest,ಕಾಡ್,NN,neuter,kad
people,ಜನ,NN,neuter,jana
flower,ಪು,NN,neuter,pu
people,ಜನೊಕುಲು,NNS,neuter,janokulu
houses,ಇಲ್ಲುಲು,NNS,neuter,illulu
trees,ಮರಕುಲು,NNS,neuter,marakulu
girls,ಪೊಣ್ಣುಲು,NNS,neuter,ponnulu
mothers,ಅಪ್ಪೆಲು,NNS,feminine,appaellu
fathers,ಅಮ್ಮೆಲು,NNS,masculine,ammallu
forests,ಕಡುಲು,NNS,neuter,kadulu
rivers,ಸುದೆಕುಲು,NNS,neuter,sudekulu
flowers,ಪುಕುಲು,NNS,neuter,pukulu
children,ಜೊಕುಲು,NNS,neuter,jokulu
villages,ಉರುಲು,NNS,neuter,urulu
cows,ಪೆತ್ತಲು,NNS,neuter,pettalu
daughters,ಮಗಲಲ್ಲು,NNS,feminine,magalallu
sons,ಮಗಲು,NNS,masculine,magalu
morning,ಕಾಂಡೆ,WRB,NULL,kandae
afternoon,ಮದ್ಯಾನ,WRB,NULL,madyana
evening,ಬಯ್ಯ,WRB,NULL,bayya
night,ರಾತ್ರೆ,WRB,NULL,ratrae
daytime,ಪಗೆಲ್,WRB,NULL,pagel
already,ಅಪಗನೆ,WRB,NULL,apagane
recently,ಇಂಚಿಪ,WRB,NULL,inchipa
how,ಎಂಚ,RB,NULL,encha
like this,ಇಂಚ,RB,NULL,incha
like that,ಅಂಚ,RB,NULL,ancha
anyhow,ಎಂಚಲ,RB,NULL,enchala
somehow,ಎಂಚಾಂಡಲ,RB,NULL,enchandala
loudly,ಜೊರುಡು,RB,NULL,jorudu
softly,ಮೆಲ್ಲ,RB,NULL,mella
slowly,ಮೆಲ್ಲನೆ,RB,NULL,melane
quickly,ರಪ್ಪ,RB,NULL,rappa
suddenly,ಒರನೆ,RB,NULL,orane
correctly,ಸರಿಟ್,RB,NULL,sarit
easily,ಸುಲಬಾದ್,RB,NULL,sulabad
carefully,ಜಾಗ್ರತೆಡ್,RB,NULL,jagrated
beautifully,ಪೊರ್ಲುಡು,RB,NULL,porludu
good way,ಎಡ್ಡೆಡ್,RB,NULL,edded
clever,ಉಷಾರ್,RB,NULL,ushar
truly,ನಿಜವಾದ್,RB,NULL,nijavad
together,ಒಟ್ಟುಗು,RB,NULL,ottugu
angrily,ಕೊಪೊಡು,RB,NULL,kopodu
simply,ಪೊಕ್ಕಡೆ,RB,NULL,pokkadae
secretly,ಗುಟ್ಟುಡು,RB,NULL,guttudu
happily,ಕುಶೀಟ್,RB,NULL,kushit
why,ದಾಯೆ,RB,NULL,dayae
therefore,ಆತ್ರ,RB,NULL,atra
good,ಎಡ್ಡೆ,JJ,NULL,eddae
beautiful ,ಪೊರ್ಲು,JJ,NULL,porlu
large,ನೇಲ್ಯ,JJ,NULL,nelya
small,ಎಲ್ಯ,JJ,NULL,elya
a lot,ಮಸ್ತ್,JJ,NULL,mast
full,ಜಾಸ್ತಿ,JJ,NULL,jasti
little,ಚೂರು,JJ,NULL,churu
whole,ಪುರ,JJ,NULL,pura
many,ಪಕ,JJ,NULL,paka
some,ಕೆಲವು,JJ,NULL,kelavu
old,ಪರ,JJ,NULL,para
new,ಪೊಸ,JJ,NULL,posa
straight,ಸರ್ತ,JJ,NULL,sarta
correct,ಸರಿ,JJ,NULL,sari
wrong,ತಪ್ಪು,JJ,NULL,tappu
wet,ಚಂಡಿ,JJ,NULL,chandi
hard,ಗಟ್ಟಿ,JJ,NULL,gatti
soft,ಮೆತ್ತನೆ,JJ,NULL,mettanae
empty,ಖಾಲಿ,JJ,NULL,khali
dark,ಕತ್ತಲೆ,JJ,NULL,kattalae
sweet,ಚೀಪೆ,JJ,NULL,chipae
spicy,ಖಾರ,JJ,NULL,khara
sour,ಪುಲಿ,JJ,NULL,puli
hot,ಬೆಚ್ಚ,JJ,NULL,bechcha
cool,ಚೌಲಿ,JJ,NULL,chauli
fat,ತೊರ,JJ,NULL,tora
thin,ಸಪುರ,JJ,NULL,sapura
tall,ಉದ್ದ,JJ,NULL,udda
short,ಕುಡ್ಯ,JJ,NULL,kudya
height,ಎತ್ತರ,JJ,NULL,ettara
wide,ಅಗಲ,JJ,NULL,agala
wooden,ಮರತ,JJ,NULL,marata
distant,ದೂರದ,JJ,NULL,durada
nearby,ಕೈತಲ್ದ,JJ,NULL,kaitalda
happy,ಸುಖತ,JJ,NULL,sukhata
sorrowful,ದುಖ್ಖದ,JJ,NULL,dukkhada
painful,ಬೇನೆದ,JJ,NULL,beneda
left,ಎಡತ್ತ,JJ,NULL,edatta
right,ಬಲತ್ತ,JJ,NULL,balatta
i,ಯಂ,PRP,NULL,yan
you,ಈ,PRP,NULL,ee
we,ಎಂಕುಲು,PRP,NULL,enkulu
they,ನಿಕುಲು,PRP,NULL,nekulu
laugh,ತೆಲಿಪು,VB,NULL,telipu
walk,ನಡಪು,VB,NULL,nadapu
run,ಬಲಿಪು,VB,NULL,balipu
cry,ಬುಲಿಪು,VB,NULL,bulipu
dance,ನಲಿಪು,VB,NULL,nalipu
learn,ಕಲ್ಪು,VB,NULL,kalpu
wait,ಕಾಪು,VB,NULL,kapu
sleep,ಜೆಪ್ಪು,VB,NULL,jeppu
call,ಲೆಪ್ಪು,VB,NULL,leppu
cut,ಕಡ್ಪು,VB,NULL,kadpu
kick,ತೋರ್ಪು,VB,NULL,torpu
bark,ಕೊರೆಪು,VB,NULL,korepu
lift,ದೆರ್ಪು,VB,NULL,derpu
sweep,ಅಡಿಪು,VB,NULL,adipu
spill,ಗುಪ್ಪು,VB,NULL,guppu
remember,ನೆನೆಪು,VB,NULL,nenepu
listen,ಕೇನ್,VB,NULL,ken
speak,ಪಾತೆರ್,VB,NULL,pater
forget,ಮಾಡಾಪು,VB,NULL,madapu
chase,ಗಿಡಪು,VB,NULL,gidapu
want,ಬೊಡ್ಡು,VBP,NULL,boddu
laughing,ತೆಲಿಪುನಿ,VBG,NULL,telipuni
walking,ನಡಪುನಿ,VBG,NULL,nadapuni
running,ಬಲಿಪುನಿ,VBG,NULL,balipuni
crying,ಬುಲಿಪುನಿ,VBG,NULL,bulipuni
dancing,ನಲಿಪುನಿ,VBG,NULL,nalipuni
making,ಮಲ್ಪುನಿ,VBG,NULL,malpuni
learning,ಕಲ್ಪುನಿ,VBG,NULL,kalpuni
waiting,ಕಾಪುನಿ,VBG,NULL,kapuni
sleeping,ಜೆಪ್ಪುನಿ,VBG,NULL,jeppuni
calling,ಲೆಪ್ಪುನಿ,VBG,NULL,leppuni
cutting,ಕಡ್ಪುನಿ,VBG,NULL,kadpuni
kicking,ತೋರ್ಪುನಿ,VBG,NULL,torpuni
barking,ಕೊರೆಪುನಿ,VBG,NULL,korepuni
lifting,ದೆರ್ಪುನಿ,VBG,NULL,derpuni
sweeping,ಆದಿಪುನಿ,VBG,NULL,adipuni
spilling,ಗುಪ್ಪುನಿ,VBG,NULL,guppuni
remembering,ನೆನೆಪುಣಿ,VBG,NULL,nenepuni
listening,ಕೆನುನಿ,VBG,NULL,kenuni
speaking,ಪಾತೆರುನಿ,VBG,NULL,pateruni
laughed,ತೆಲಿತಿನಿ,VBD,NULL,telitini
walked,ನಡತಿನಿ,VBD,NULL,nadatini
ran,ಬಲಿತಿನಿ,VBD,NULL,balitini
cried,ಬುಲಿತಿನಿ,VBD,NULL,bulitini
danced,ನಲಿತಿನಿ,VBD,NULL,nalitini
made,ಮಲ್ತಿನಿ,VBD,NULL,maltini
learnt,ಕಲ್ತಿನಿ,VBD,NULL,kaltini
waited,ಕಾತಿನಿ,VBD,NULL,katini
slept,ಜೇತ್ತಿನಿ,VBD,NULL,jettini
called,ಲೆತ್ತಿನಿ,VBD,NULL,lettini
cut,ಕಡೆತಿನಿ,VBD,NULL,kadtini
kicked,ತೊರ್ತಿನಿ,VBD,NULL,tortini
barked,ಕೊರೆತಿನಿ,VBD,NULL,koretini
lifted,ದೆರ್ತಿನಿ,VBD,NULL,dertini
swept,ಅಡಿತಿನಿ,VBD,NULL,aditini
spilt,ಗುತ್ತಿನಿ,VBD,NULL,guttini
remembered ,ನೆನೆತಿನಿ,VBD,NULL,nenetini
listened,ಕೇಂಡಿನಿ,VBD,NULL,kendini
spoke,ಪಾತೆರ್ದಿನಿ,VBD,NULL,paterdini
forehead,ಮಂಡೆ,NN,neuter,mande
eyebrows,ಪುರ್ಬು,NNS,neuter,purbu
eyes,ಕಣ್ಣ್,NNS,neuter,kann
nose,ಮಂಕು,NN,neuter,munku
mouth,ಬಾಯಿ,NN,neuter,bayi
beard,ಗಡ್ಡ,NN,neuter,gadda
teeth,ಕೂಲಿ,NNS,neuter,kuli
tongue,ನಾಲೈ,NN,neuter,nalai
moustache,ಮೀಸೆ,NN,neuter,misae
face,ಮೋನೆ,NN,neuter,monae
eyelids,ರೆಪ್ಪೆ,NNS,neuter,reppae
lips,ಬಿಮ್ಮ,NNS,neuter,bimma
throat,ದೊಂಡೆ,NN,neuter,dondae
neck,ಕೆಕ್ಲ್,NN,neuter,kekkl
shoulder,ಪುಗೆಲ್,NN,neuter,pugel
hand,ಕೈ,NN,neuter,kai
palm,ಅಂಗೈ,NN,neuter,angai
elbow,ಮೊರಂಗೈ,NN,neuter,morangai
fist,ಮುಷ್ಠಿ,NN,neuter,mushti
fingers,ಬಿರೆಲ್,NNS,neuter,birel
nails,ಉಗುರು,NNS,neuter,uguru
leg,ಕಾರ್,NN,neuter,kar
thigh,ತುದೆ,NN,neuter,tudae
knee,ಮೊರಂಪು,NN,neuter,morampu
foot,ಪಾದಾ,NN,neuter,pada
chest,ತಿಗಲೆ,NN,neuter,tigalae
stomach,ಬಂಜಿ,NN,neuter,banji
back,ಬೆರಿ,NN,neuter,beri
waist,ಸೊಂಟ,NN,neuter,sonta
skin,ಮೆಯ್,NN,neuter,mey
nerve,ನರಂಬು,NN,neuter,narambu
brain,ಬೊಂದು,NN,neuter,bondu
blood,ನೆತ್ತೆರ್,NN,neuter,netter
flesh,ಮಾಸ,NN,neuter,masa
grandfather,ಅಜ್ಜೆ,NN,masculine,ajje
grandmother,ಅಜ್ಜಿ,NN,feminine,ajji
grandchild,ಪುಲ್ಲಿ,NN,neuter,pulli
husband,ಕಂಡನಿ,NN,masculine,kandani
wife,ಬೊಡೆದಿ,NN,feminine,bodedi
father-in-law,ಮಾಮ,NN,masculine,mama
maternal uncle,ಮಾಮ,NN,masculine,mama
mother-in-law,ಮಾಮಿ,NN,feminine,mami
son-in-law,ಮರ್ಮಯೇ,NN,masculine,marmaye
daughter-in-law,ಮರ್ಮಲ್,NN,feminine,marmal
brother-in-law,ಬಾವೆ,NN,masculine,bhave
sister-in-law,ಅತ್ತಿಗೆ,NN,feminine,attigae
relatives,ಸಮ್ಮಂದಿಕ್ರ್,NNS,neuter,sammandiker
family,ಕುಟುಮ,NN,neuter,kutuma
friends,ದೊಸ್ತಿಲು,NNS,neuter,dostilu
near,ಕೈತಲ್,IN,NULL,kaital
as,ಪ್ರಕಾರ,IN,NULL,prakara
without,ಇಜ್ಜಂದೆ,IN,NULL,ijjandae
beside,ಅತ್ತಂದೆ,IN,NULL,attandae
but,ಆಂಡ,CC,NULL,anda
though,ಅಂಡಾಲ,CC,NULL,andala
and,ಬೊಕ,CC,NULL,boka
name,ಪುದರ್,NN,neuter,pudar
world,ಜಗತ್,NN,neuter,jagath
your,ನಿನ್ನ,PRP$,neuter,ninna
yours,ಈರೆನ,PRP$,neuter,irena
my,ಎನ್ನ,PRP$,neuter,enna
